sensorspeed,units,gravity,Accuracy
-2.125,4.613,10.381,5
-1.936,4.573,10.501,5
-1.546,4.427,10.561,6
-1.031,4.242,10.508,5
-0.392,4.046,10.273,5
0.208,3.804,10.041,5
0.661,3.613,9.754,5
1.149,3.457,9.55,5
1.52,3.299,9.304,5
1.784,3.232,8.971,5
2.04,3.222,8.767,5
2.171,3.249,8.526,5
2.239,3.258,8.202,5
2.258,3.294,7.929,5
2.169,3.373,7.671,5
2.033,3.45,7.546,5
1.913,3.584,7.46,5
1.822,3.701,7.47,5
1.676,3.814,7.532,5
1.499,3.914,7.537,5
1.331,4.036,7.515,5
1.171,4.182,7.594,5
1.063,4.297,7.666,5
0.924,4.424,7.745,5
0.843,4.501,7.85,5
0.845,4.558,8.001,5
0.848,4.558,8.102,5
0.864,4.551,8.2,6
0.9,4.544,8.195,5
0.972,4.506,8.212,5
1.073,4.467,8.195,5
1.149,4.429,8.169,5
1.233,4.396,8.135,5
1.324,4.338,8.145,5
1.403,4.314,8.164,5
1.47,4.29,8.26,5
1.523,4.324,8.372,5
1.47,4.381,8.514,5
1.425,4.453,8.667,5
1.381,4.539,8.729,5
1.322,4.57,8.703,5
1.281,4.621,8.674,5
1.204,4.712,8.554,5
1.092,4.74,8.564,5
1.094,4.829,8.518,5
1.065,4.941,8.473,5
1.034,5.02,8.451,5
1.053,5.068,8.387,5
1.082,5.111,8.269,5
1.104,5.09,8.152,5
1.159,5.111,7.982,5
1.18,5.15,7.879,5
1.295,5.176,7.867,6
1.415,5.181,7.843,5
1.475,5.212,7.946,5
1.477,5.26,8.147,5
1.475,5.31,8.38,5
1.511,5.329,8.569,5
1.518,5.372,8.652,5
1.525,5.358,8.7,5
1.496,5.324,8.629,5
1.434,5.279,8.49,5
1.307,5.2,8.313,5
1.187,5.099,8.174,5
1.123,5.064,8.004,5
1.056,5.071,7.968,5
0.97,5.035,7.862,5
0.867,5.035,7.731,5
0.742,5.04,7.884,5
0.812,4.965,8.267,5
0.994,5.018,8.468,5
1.257,5.351,8.547,5
1.52,5.801,8.564,5
1.681,6.21,8.468,5
1.776,6.409,8.257,5
1.685,6.287,8.042,5
1.441,5.973,7.973,5
1.082,5.641,8.018,6
0.771,5.329,8.305,5
0.57,5.212,8.626,5
0.515,5.269,8.952,5
0.476,5.42,9.38,5
0.419,5.425,9.969,5
0.218,5.346,10.269,5
-0.028,5.131,10.635,5
-0.219,4.74,11.19,5
-0.475,4.257,11.595,5
-0.677,3.821,11.904,5
-0.823,3.438,12.189,5
-0.792,3.086,12.301,5
-0.777,2.904,12.308,5
-0.732,2.875,12.237,5
-0.475,2.775,12.091,5
-0.243,2.7,11.691,5
-0.028,2.681,11.152,5
0.251,2.765,10.482,5
0.508,2.925,9.716,5
0.747,3.136,8.885,5
0.876,3.34,8.219,5
1.034,3.495,7.712,5
1.18,3.627,7.158,5
1.31,3.708,6.737,5
1.415,3.905,6.486,6
1.487,4.072,6.318,5
1.477,4.23,6.316,5
1.482,4.374,6.404,5
1.542,4.448,6.577,5
1.602,4.498,6.737,5
1.604,4.546,6.842,5
1.606,4.561,6.938,5
1.525,4.618,7.091,5
1.35,4.647,7.412,5
1.211,4.666,7.822,5
1.233,4.676,8.104,5
1.322,4.68,8.21,5
1.341,4.668,8.157,5
1.271,4.592,7.996,5
1.135,4.575,7.752,5
1.051,4.525,7.52,5
0.943,4.513,7.376,5
0.812,4.489,7.369,5
0.694,4.412,7.407,5
0.567,4.336,7.57,5
0.498,4.281,7.826,5
0.46,4.194,8.116,5
0.412,4.142,8.482,5
0.424,4.046,8.822,6
0.548,3.981,9.095,5
0.711,3.898,9.337,5
0.898,3.864,9.464,5
1.111,3.842,9.524,5
1.298,3.783,9.464,5
1.477,3.766,9.32,5
1.729,3.687,9.062,5
1.99,3.651,8.794,5
2.195,3.603,8.509,5
2.411,3.665,8.145,5
2.672,3.751,7.819,5
2.727,3.828,7.676,5
2.634,3.998,7.618,5
2.569,4.197,7.587,5
2.614,4.307,7.592,5
2.6,4.398,7.659,5
2.571,4.508,7.649,5
2.401,4.609,7.52,5
2.169,4.709,7.41,5
1.942,4.81,7.35,5
1.743,4.944,7.345,5
1.614,5.052,7.434,5
1.451,5.121,7.539,5
1.266,5.195,7.683,6
1.073,5.255,7.795,5
0.934,5.269,7.872,5
0.795,5.257,7.982,5
0.587,5.265,8.2,5
0.496,5.274,8.454,5
0.424,5.274,8.674,5
0.347,5.253,8.858,5
0.28,5.217,8.949,5
0.239,5.166,9.076,5
0.259,5.111,9.182,5
0.357,5.023,9.318,5
0.414,4.903,9.395,5
0.508,4.75,9.426,5
0.685,4.58,9.457,5
0.895,4.463,9.368,5
1.039,4.35,9.256,5
1.171,4.252,9.16,5
1.334,4.202,9.134,5
1.506,4.139,9.129,5
1.626,4.084,9.098,5
1.69,4.056,9.038,5
1.741,4.005,8.933,5
1.815,4.003,8.818,5
1.884,4.022,8.643,5
1.918,4.051,8.535,6
1.961,4.099,8.432,5
1.949,4.113,8.327,5
1.927,4.168,8.241,5
1.832,4.264,8.2,5
1.69,4.295,8.198,5
1.583,4.326,8.284,5
1.429,4.417,8.418,5
1.288,4.451,8.569,5
1.173,4.494,8.715,5
1.123,4.503,8.818,5
1.092,4.515,8.911,5
1.049,4.554,8.942,5
1.092,4.637,9.002,5
1.108,4.755,9.036,5
1.197,4.898,9.002,5
1.216,5.169,8.988,5
1.202,5.368,8.875,5
1.099,5.492,8.71,5
0.915,5.485,8.588,5
0.759,5.411,8.581,5
0.601,5.382,8.708,5
0.417,5.346,8.887,5
0.227,5.286,9.146,5
0.069,5.226,9.481,6
-0.013,5.109,9.883,5
-0.095,4.989,10.194,5
-0.183,4.865,10.427,5
-0.229,4.702,10.644,5
-0.258,4.539,10.683,5
-0.212,4.451,10.661,5
-0.155,4.352,10.611,5
-0.143,4.312,10.383,5
-0.124,4.312,10.106,5
-0.097,4.355,9.83,5
-0.157,4.372,9.512,5
-0.176,4.408,9.244,5
-0.14,4.398,9.014,5
-0.052,4.439,8.736,5
0.005,4.484,8.514,5
-0.018,4.419,8.411,5
0.007,4.273,8.31,5
0.053,4.163,8.375,5
0.151,4.005,8.593,5
0.235,3.864,8.868,5
0.388,3.716,9.17,5
0.539,3.586,9.385,5
0.723,3.505,9.536,5
0.85,3.438,9.636,5
0.979,3.395,9.641,6
1.094,3.409,9.548,5
1.197,3.383,9.311,5
1.3,3.39,8.985,5
1.357,3.359,8.693,5
1.456,3.376,8.37,5
1.53,3.423,8.035,5
1.59,3.481,7.819,5
1.616,3.565,7.58,5
1.614,3.658,7.427,5
1.58,3.742,7.312,5
1.571,3.886,7.261,5
1.539,3.993,7.307,5
1.425,4.07,7.412,5
1.372,4.17,7.551,5
1.228,4.235,7.724,5
1.092,4.29,7.944,5
0.91,4.321,8.188,5
0.689,4.288,8.506,5
0.486,4.288,8.808,5
0.268,4.278,9.155,5
0.093,4.259,9.385,5
-0.071,4.254,9.572,5
-0.191,4.249,9.692,5
-0.296,4.159,9.818,5
-0.351,4.099,10.022,6
-0.411,4.015,10.218,5
-0.435,3.969,10.36,5
-0.382,3.948,10.405,5
-0.394,3.907,10.364,5
-0.406,3.89,10.321,5
-0.303,3.854,10.178,5
-0.272,3.79,10.005,5
-0.224,3.783,9.818,5
-0.121,3.807,9.615,5
-0.011,3.802,9.38,5
0.084,3.828,9.179,5
0.177,3.883,8.88,5
0.268,3.878,8.573,5
0.378,3.854,8.301,5
0.457,3.914,8.025,5
0.563,3.945,7.755,5
0.62,3.974,7.537,5
0.656,4.034,7.405,5
0.661,4.115,7.326,5
0.768,4.218,7.314,5
0.941,4.254,7.271,5
0.972,4.319,7.113,5
1.051,4.396,7.063,5
1.178,4.396,7.238,6
1.305,4.391,7.305,5
1.465,4.417,7.35,5
1.513,4.405,7.328,5
1.547,4.453,7.345,5
1.587,4.455,7.4,5
1.551,4.467,7.503,5
1.532,4.544,7.546,5
1.489,4.625,7.566,5
1.413,4.704,7.515,5
1.35,4.764,7.561,5
1.331,4.786,7.659,5
1.331,4.819,7.855,5
1.345,4.848,8.044,5
1.355,4.855,8.253,5
1.302,4.862,8.456,5
1.214,4.831,8.669,5
1.278,4.805,8.645,5
1.317,4.759,8.712,5
1.255,4.762,8.87,5
1.171,4.752,8.964,5
1.104,4.745,9.057,5
1.049,4.769,9.117,5
0.91,4.805,9.1,5
0.749,4.862,9.059,5
0.642,4.905,9.036,6
0.519,4.941,9.055,5
0.412,4.977,9.062,5
0.28,5.032,9.055,5
0.144,5.006,9.059,5
0.06,4.937,9.033,5
-0.021,4.903,9.052,5
-0.068,4.865,9.206,5
-0.114,4.803,9.356,5
-0.124,4.728,9.474,5
-0.018,4.678,9.675,5
0.053,4.647,9.919,5
0.115,4.546,10.156,5
0.132,4.534,10.391,5
0.165,4.46,10.671,5
0.127,4.405,10.862,5
0.16,4.364,10.817,5
0.225,4.242,10.661,5
0.302,4.149,10.427,5
0.424,4.096,10.269,5
0.457,4.08,10.127,5
0.503,4.111,10.108,5
0.598,4.18,10.111,5
0.855,4.319,10.264,5
1.204,4.577,10.573,6
1.743,4.953,10.702,5
2.045,5.447,10.41,5
1.93,5.878,10.218,5
1.46,5.997,10.281,5
0.994,5.878,10.537,5
0.531,5.573,10.759,5
0.139,5.289,10.898,5
-0.2,5.052,10.838,5
-0.394,4.891,10.604,5
-0.468,4.745,10.221,5
-0.516,4.577,9.859,5
-0.519,4.398,9.687,5
-0.511,4.159,9.639,5
-0.497,3.83,9.646,5
-0.538,3.519,9.768,5
-0.523,3.153,9.926,5
-0.464,2.878,10.118,5
-0.325,2.676,10.364,5
-0.14,2.518,10.618,5
0.045,2.411,10.786,5
0.182,2.313,10.982,5
0.335,2.243,11.097,5
0.531,2.171,11.262,5
0.689,2.202,11.358,5
0.804,2.296,11.399,6
0.917,2.432,11.269,5
0.962,2.574,10.994,5
0.977,2.669,10.613,5
0.874,2.777,10.161,5
0.785,2.89,9.593,5
0.575,3.009,9.069,5
0.318,3.218,8.595,5
0.117,3.476,8.123,5
-0.006,3.716,7.704,5
-0.068,3.931,7.238,5
-0.15,4.19,6.759,5
-0.315,4.403,6.289,5
-0.48,4.501,6.033,5
-0.638,4.587,5.832,5
-0.847,4.604,5.71,5
-1.043,4.544,5.753,5
-1.292,4.496,5.899,5
-1.534,4.386,6.179,5
-1.687,4.36,6.718,5
-1.816,4.324,7.324,5
-1.867,4.259,7.961,5
-1.874,4.187,8.535,5
-1.799,4.103,9.012,5
-1.752,4.003,9.488,6
-1.658,3.854,9.874,5
-1.491,3.732,10.139,5
-1.309,3.613,10.213,5
-1.098,3.526,10.154,5
-0.871,3.464,10.058,5
-0.622,3.416,9.718,5
-0.447,3.407,9.308,5
-0.322,3.476,8.763,5
-0.219,3.574,8.25,5
-0.145,3.682,7.81,5
-0.028,3.778,7.482,5
0.055,3.895,7.18,5
0.06,4.008,6.9,5
0.053,4.166,6.699,5
0.136,4.271,6.522,5
0.172,4.345,6.356,5
0.213,4.475,6.285,5
0.215,4.53,6.323,5
0.153,4.554,6.325,5
0.127,4.585,6.38,5
0.17,4.604,6.51,5
0.232,4.592,6.682,5
0.318,4.57,6.823,5
0.345,4.554,6.979,5
0.373,4.508,7.23,6
0.326,4.494,7.46,5
0.323,4.522,7.628,5
0.381,4.561,7.853,5
0.433,4.592,7.963,5
0.464,4.64,7.984,5
0.503,4.68,8.056,5
0.531,4.656,8.111,5
0.503,4.628,8.162,5
0.486,4.616,8.143,5
0.395,4.637,8.128,5
0.347,4.661,8.044,5
0.294,4.714,7.992,5
0.261,4.781,7.922,5
0.23,4.795,7.922,5
0.208,4.831,7.822,5
0.158,4.886,7.671,5
0.093,4.886,7.733,5
0.055,4.903,7.865,5
0.062,4.908,7.984,5
0.084,4.889,8.032,5
0.11,4.855,8.116,5
0.191,4.745,8.186,5
0.247,4.659,8.219,5
0.397,4.542,8.274,5
0.498,4.391,8.37,6
0.63,4.29,8.523,5
0.694,4.187,8.71,5
0.771,4.087,8.906,5
0.874,4.024,9.083,5
0.934,3.984,9.316,5
0.96,3.945,9.514,5
0.97,3.883,9.634,5
0.979,3.871,9.727,5
0.871,3.926,9.816,5
0.737,3.981,9.79,5
0.57,4.065,9.72,5
0.431,4.147,9.529,5
0.342,4.302,9.299,5
0.18,4.451,9.115,5
0.05,4.563,8.971,5
-0.059,4.664,8.808,5
-0.219,4.755,8.693,5
-0.301,4.779,8.6,5
-0.351,4.771,8.547,5
-0.349,4.736,8.624,5
-0.349,4.724,8.791,5
-0.25,4.589,8.952,5
-0.124,4.561,9.138,5
0.055,4.487,9.354,6
0.275,4.415,9.55,5
0.515,4.405,9.639,5
0.706,4.424,9.608,5
0.833,4.446,9.579,5
0.874,4.357,9.557,5
0.838,4.305,9.466,5
0.941,4.324,9.385,5
0.974,4.364,9.196,5
0.792,4.436,8.935,5
0.558,4.436,8.736,5
0.4,4.374,8.703,5
0.335,4.266,8.748,5
0.273,4.242,8.808,5
0.247,4.233,8.976,5
0.297,4.223,9.107,5
0.426,4.216,9.349,5
0.519,4.228,9.668,5
0.62,4.156,9.993,5
0.685,4.008,10.218,5
0.766,3.857,10.446,5
0.903,3.72,10.673,5
0.96,3.57,10.824,5
0.938,3.445,10.953,5
0.979,3.383,11.13,6
1.039,3.328,11.26,5
1.044,3.232,11.229,5
1.032,3.17,11.152,5
0.989,3.1,11.028,5
0.946,3.052,10.939,5
0.919,3.007,10.829,5
0.934,2.93,10.728,5
0.903,2.911,10.625,5
0.881,2.87,10.446,5
0.871,2.885,10.245,5
0.819,2.894,10.065,5
0.814,2.921,9.902,5
0.843,2.978,9.744,5
0.824,3.062,9.629,5
0.891,3.1,9.522,5
1.073,3.141,9.388,5
1.195,3.151,9.15,5
1.35,3.191,8.669,5
1.566,3.225,8.255,5
1.712,3.22,8.025,5
1.817,3.289,7.764,5
1.879,3.309,7.467,5
1.93,3.368,7.381,5
1.872,3.471,7.498,6
1.733,3.625,7.609,5
1.753,3.742,7.647,5
1.709,3.878,7.803,5
1.614,3.945,7.874,5
1.458,4.008,7.932,5
1.197,4.005,8.123,5
0.893,4.02,8.413,5
0.579,4.084,8.686,5
0.321,4.106,8.928,5
0.136,4.118,9.227,5
-0.006,4.089,9.546,5
-0.042,4.051,9.883,5
-0.045,3.953,10.185,5
-0.023,3.852,10.429,5
0.029,3.775,10.623,5
0.127,3.675,10.726,5
0.268,3.601,10.671,5
0.352,3.531,10.613,5
0.496,3.443,10.462,5
0.589,3.361,10.3,5
0.613,3.383,10.094,5
0.646,3.385,9.84,5
0.639,3.435,9.555,5
0.666,3.51,9.32,5
0.663,3.593,9.162,6
0.627,3.696,8.904,5
0.606,3.783,8.748,5
0.505,3.842,8.617,5
0.455,3.852,8.514,5
0.417,3.886,8.406,5
0.457,3.912,8.387,5
0.515,3.933,8.401,5
0.587,3.986,8.348,5
0.637,4.034,8.267,5
0.673,4.096,8.19,5
0.807,4.13,8.054,5
0.912,4.106,7.951,5
1.027,4.039,7.807,5
1.156,4.024,7.63,5
1.247,3.965,7.496,5
1.36,3.941,7.362,5
1.408,3.854,7.305,5
1.494,3.823,7.19,5
1.53,3.807,7.142,5
1.554,3.804,7.214,5
1.568,3.804,7.317,5
1.609,3.804,7.422,5
1.63,3.866,7.554,5
1.626,3.89,7.668,6
1.604,3.926,7.719,5
1.611,3.969,7.815,5
1.652,4,7.886,5
1.688,4.065,8.032,5
1.693,4.087,8.169,5
1.678,4.135,8.344,5
1.654,4.238,8.504,5
1.652,4.314,8.703,5
1.559,4.422,8.868,5
1.468,4.477,8.911,5
1.42,4.51,8.913,5
1.427,4.491,8.832,5
1.355,4.487,8.686,5
1.245,4.503,8.638,5
1.226,4.496,8.645,5
1.152,4.501,8.712,5
1.094,4.544,8.839,5
1.034,4.568,8.959,5
0.998,4.637,9.143,5
1.032,4.654,9.277,5
1.07,4.652,9.383,5
1.128,4.64,9.522,5
1.171,4.597,9.72,5
1.216,4.594,9.854,6
1.288,4.573,9.921,5
1.398,4.51,9.924,5
1.492,4.455,9.914,5
1.573,4.424,9.874,5
1.657,4.477,9.821,5
1.717,4.534,9.704,5
1.822,4.671,9.639,5
2.069,4.879,9.529,5
2.191,5.14,9.376,5
2.152,5.432,9.177,5
1.99,5.55,9.007,5
1.697,5.447,8.918,5
1.381,5.255,8.789,5
1.068,5.059,8.741,5
0.783,4.934,8.629,5
0.496,4.886,8.566,5
0.278,4.917,8.583,5
0.129,4.949,8.813,5
0.048,4.874,9.184,5
0.041,4.738,9.507,5
0.089,4.589,10.072,5
0.132,4.271,10.585,5
0.165,3.989,10.939,5
0.333,3.795,11.277,5
0.476,3.625,11.425,6
0.666,3.474,11.71,5
0.922,3.306,11.952,5
1.101,3.27,11.777,5
1.144,3.218,11.449,5
1.164,3.237,10.972,5
1.116,3.213,10.436,5
1.113,3.167,9.991,5
1.104,3.232,9.548,5
1.058,3.294,9.117,5
1.013,3.395,8.858,5
0.965,3.507,8.559,5
0.953,3.637,8.289,5
0.996,3.713,8.054,5
1.034,3.809,7.886,5
0.986,3.838,7.836,5
0.977,3.89,7.872,5
1.041,3.895,7.908,5
1.113,3.9,7.929,5
1.204,3.943,7.858,5
1.274,3.977,7.745,5
1.259,4.005,7.645,5
1.288,3.989,7.628,5
1.278,3.974,7.795,5
1.231,3.991,8.011,6
1.238,3.972,8.222,5
1.269,3.972,8.356,5
1.281,3.965,8.418,5
1.269,3.953,8.384,5
1.197,3.948,8.26,5
1.152,3.919,8.143,5
1.106,3.845,7.984,5
1.017,3.744,7.858,5
0.922,3.658,7.731,5
0.747,3.586,7.678,5
0.51,3.577,7.668,5
0.259,3.567,7.865,5
0.041,3.629,8.248,5
-0.124,3.687,8.755,5
-0.238,3.771,9.316,5
-0.298,3.778,9.83,5
-0.284,3.778,10.13,5
-0.238,3.672,10.367,5
-0.102,3.529,10.441,5
0.098,3.395,10.362,5
0.34,3.256,10.237,5
0.61,3.141,10.06,5
0.859,3.002,9.862,5
1.068,2.937,9.615,6
1.135,2.942,9.352,5
1.104,3.005,9.081,5
1.053,3.067,8.755,5
1.106,3.136,8.518,5
1.068,3.213,8.37,5
0.977,3.294,8.315,5
0.828,3.44,8.313,5
0.721,3.517,8.241,5
0.642,3.608,8.14,5
0.587,3.689,8.049,5
0.551,3.759,7.98,5
0.479,3.787,7.848,5
0.474,3.804,7.755,5
0.467,3.826,7.676,5
0.433,3.811,7.63,5
0.431,3.835,7.63,5
0.472,3.881,7.585,5
0.512,3.902,7.592,5
0.536,3.929,7.628,5
0.565,3.948,7.712,5
0.524,3.955,7.829,5
0.448,3.991,7.838,5
0.56,3.986,7.841,5
0.582,3.986,7.841,6
0.572,4.01,7.793,5
0.543,4.077,7.819,5
0.524,4.147,7.877,5
0.587,4.065,8.114,5
0.517,3.991,8.214,5
0.405,3.984,8.243,5
0.347,4.056,8.327,5
0.316,4.156,8.308,5
0.299,4.264,8.322,5
0.359,4.309,8.344,5
0.371,4.312,8.332,5
0.318,4.314,8.356,5
0.352,4.305,8.478,5
0.34,4.185,8.557,5
0.27,4.132,8.578,5
0.153,4.168,8.588,5
0.093,4.247,8.763,5
0.053,4.321,8.964,5
-0.013,4.405,9.136,5
-0.133,4.475,9.249,5
-0.241,4.458,9.438,5
-0.332,4.489,9.557,5
-0.416,4.518,9.833,5
-0.49,4.419,10.015,6
-0.562,4.403,9.919,5
-0.696,4.455,9.823,5
-0.76,4.489,9.912,5
-0.844,4.52,9.931,5
-0.93,4.551,9.806,5
-0.892,4.613,9.749,5
-0.827,4.63,9.723,5
-0.77,4.549,9.634,5
-0.657,4.467,9.572,5
-0.586,4.431,9.464,5
-0.492,4.357,9.44,5
-0.399,4.333,9.414,5
-0.32,4.324,9.366,5
-0.26,4.261,9.359,5
-0.203,4.249,9.308,5
-0.176,4.264,9.301,5
-0.164,4.221,9.344,5
-0.128,4.249,9.256,5
-0.057,4.273,9.189,5
0.031,4.247,9.208,5
0.146,4.266,9.095,5
0.28,4.333,8.842,5
0.328,4.443,8.655,5
0.436,4.546,8.545,5
0.589,4.654,8.516,6
0.656,4.704,8.571,5
0.678,4.812,8.672,5
0.668,4.913,8.784,5
0.723,4.937,9.031,5
0.788,4.829,9.409,5
0.855,4.762,9.66,5
0.816,4.652,9.924,5
0.713,4.472,10.099,5
0.587,4.362,10.101,5
0.531,4.297,10.113,5
0.512,4.23,10.168,5
0.405,4.204,10.216,5
0.292,4.182,10.206,5
0.168,4.108,10.192,5
0.022,4.132,10.209,5
-0.083,4.118,10.185,5
-0.191,4.156,10.103,5
-0.284,4.161,10.036,5
-0.317,4.173,9.852,5
-0.341,4.151,9.656,5
-0.341,4.178,9.431,5
-0.305,4.149,9.234,5
-0.315,4.185,8.935,5
-0.279,4.166,8.629,6
-0.195,4.18,8.291,5
-0.128,4.238,7.994,5
-0.064,4.271,7.659,5
-0.011,4.281,7.441,5
0.06,4.336,7.281,5
0.139,4.388,7.163,5
0.199,4.434,7.103,5
0.273,4.494,6.998,5
0.381,4.498,6.931,5
0.45,4.554,6.838,5
0.546,4.594,6.845,5
0.522,4.621,6.799,5
0.481,4.74,6.78,5
0.455,4.803,6.696,5
0.455,4.87,6.646,5
0.486,4.961,6.591,5
0.541,5.011,6.581,5
0.618,5.075,6.605,5
0.699,5.107,6.601,5
0.735,5.169,6.613,5
0.747,5.222,6.627,5
0.757,5.226,6.665,5
0.701,5.272,6.701,5
0.618,5.375,6.792,5
0.522,5.415,6.924,6
0.498,5.487,7.084,5
0.438,5.571,7.293,5
0.395,5.578,7.546,5
0.414,5.593,7.807,5
0.393,5.554,7.999,5
0.405,5.49,8.164,5
0.457,5.413,8.324,5
0.479,5.348,8.509,5
0.498,5.296,8.7,5
0.527,5.217,8.913,5
0.548,5.138,9.067,5
0.56,5.061,9.194,5
0.608,5.013,9.318,5
0.637,4.946,9.414,5
0.733,4.877,9.514,5
0.766,4.898,9.572,5
0.804,4.846,9.555,5
0.8,4.865,9.462,5
0.797,4.927,9.268,5
0.764,4.985,8.983,5
0.757,5.04,8.746,5
0.836,5.083,8.624,5
0.883,5.123,8.418,5
0.895,5.157,8.222,5
0.919,5.186,8.157,6
1.015,5.169,8.133,5
1.07,5.164,8.099,5
1.123,5.202,8.097,5
1.154,5.193,8.111,5
1.159,5.219,8.044,5
1.156,5.233,8.121,5
1.18,5.229,8.212,5
1.18,5.303,8.284,5
1.207,5.387,8.363,5
1.247,5.368,8.408,5
1.252,5.358,8.471,5
1.223,5.36,8.588,5
1.195,5.341,8.72,5
1.173,5.332,8.832,5
1.101,5.341,8.909,5
1.01,5.305,9.012,5
1.001,5.253,9.086,5
0.917,5.277,9.174,5
0.871,5.286,9.325,5
0.931,5.202,9.411,5
0.936,5.171,9.399,5
0.888,5.157,9.481,5
0.819,5.092,9.555,5
0.771,5.035,9.522,6
0.713,5.078,9.421,5
0.733,5.126,9.392,5
0.663,5.114,9.471,5
0.536,5.121,9.474,5
0.402,5.119,9.426,5
0.282,5.095,9.443,5
0.208,5.126,9.502,5
0.129,5.178,9.526,5
0.074,5.202,9.538,5
0.033,5.219,9.56,5
0.005,5.217,9.694,5
-0.097,5.231,9.811,5
-0.205,5.233,9.893,5
-0.337,5.21,10.036,5
-0.416,5.224,10.036,5
-0.454,5.19,10.075,5
-0.552,5.152,10.02,5
-0.519,5.114,9.964,5
-0.487,5.056,9.809,5
-0.487,4.996,9.536,5
-0.466,4.985,9.344,5
-0.435,4.97,9.162,5
-0.418,5.028,8.957,5
-0.356,5.107,8.72,6
-0.282,5.265,8.564,5
-0.143,5.509,8.36,5
0.017,5.818,8.121,5
0.129,6.129,7.807,5
0.062,6.337,7.479,5
-0.114,6.404,7.202,5
-0.294,6.414,6.914,5
-0.382,6.402,6.751,5
-0.437,6.38,6.653,5
-0.49,6.335,6.579,5
-0.526,6.325,6.541,5
-0.607,6.349,6.562,5
-0.713,6.308,6.646,5
-0.878,6.263,6.807,5
-1.033,6.177,7.048,5
-1.234,6.033,7.309,5
-1.364,5.88,7.566,5
-1.44,5.729,7.858,5
-1.507,5.542,8.104,5
-1.584,5.377,8.289,5
-1.553,5.2,8.432,5
-1.452,5.104,8.48,5
-1.34,5.023,8.487,5
-1.17,4.985,8.399,5
-1.055,4.963,8.341,6
-1.06,4.996,8.248,5
-1.045,4.985,8.15,5
-0.923,4.968,8.133,5
-0.787,4.994,8.143,5
-0.717,5.008,8.174,5
-0.667,5.016,8.231,5
-0.665,5.054,8.336,5
-0.655,5.102,8.42,5
-0.631,5.114,8.403,5
-0.59,5.159,8.368,5
-0.511,5.198,8.348,5
-0.509,5.229,8.389,5
-0.535,5.224,8.435,5
-0.531,5.186,8.42,5
-0.459,5.095,8.296,5
-0.37,4.999,8.15,5
-0.267,4.867,7.98,5
-0.253,4.843,7.769,5
-0.284,4.807,7.577,5
-0.31,4.815,7.412,5
-0.349,4.846,7.249,5
-0.413,4.901,7.051,5
-0.456,4.915,6.936,5
-0.54,4.944,6.874,6
-0.684,4.999,6.816,5
-0.83,5.059,6.826,5
-1.043,5.126,6.852,5
-1.251,5.166,6.89,5
-1.388,5.248,6.941,5
-1.493,5.313,6.969,5
-1.601,5.36,7.012,5
-1.764,5.403,6.998,5
-1.917,5.423,6.905,5
-1.993,5.439,6.795,5
-2.025,5.435,6.641,5
-1.981,5.384,6.512,5
-1.977,5.332,6.373,5
-1.948,5.277,6.189,5
-1.871,5.214,6.048,5
-1.742,5.147,6.026,5
-1.641,5.071,6.119,5
-1.517,5.004,6.215,5
-1.438,4.961,6.361,5
-1.306,4.951,6.562,5
-1.179,4.92,6.735,5
-1.048,4.917,6.919,5
-0.923,4.934,7.106,5
-0.801,4.956,7.405,5
-0.76,4.956,7.57,6
-0.729,4.994,7.707,5
-0.703,4.992,7.793,5
-0.724,5.006,7.838,5
-0.765,5.011,7.922,5
-0.847,5.064,7.975,5
-0.875,5.14,8.023,5
-0.906,5.205,8.073,5
-0.952,5.348,8.025,5
-0.921,5.483,7.937,5
-0.93,5.595,7.826,5
-0.825,5.614,7.838,5
-0.715,5.619,7.558,5
-0.868,5.724,7.223,5
-0.926,5.834,7.084,5
-0.866,5.945,7.046,5
-0.751,5.966,6.988,5
-0.732,5.969,6.95,5
-0.748,5.933,6.917,5
-0.751,5.935,6.919,5
-0.76,5.925,7.027,5
-0.715,5.897,7.139,5
-0.66,5.834,7.247,5
-0.619,5.765,7.352,5
-0.598,5.753,7.472,5
-0.533,5.715,7.575,6
-0.571,5.691,7.654,5
-0.55,5.669,7.747,5
-0.511,5.643,7.812,5
-0.437,5.6,7.891,5
-0.332,5.514,7.989,5
-0.274,5.394,8.128,5
-0.26,5.291,8.313,5
-0.121,5.178,8.459,5
-0.011,5.14,8.265,5
0.01,5.195,8.001,5
0.065,5.265,7.834,5
0.067,5.413,7.704,5
0.041,5.506,7.455,5
-0.076,5.55,7.295,5
-0.159,5.607,7.185,5
-0.26,5.643,7.103,5
-0.31,5.638,7.175,5
-0.459,5.636,7.166,5
-0.552,5.645,7.156,5
-0.523,5.669,7.338,5
-0.521,5.657,7.601,5
-0.538,5.645,7.98,5
-0.602,5.595,8.334,5
-0.507,5.564,8.597,5
-0.337,5.504,8.72,6
-0.236,5.387,8.767,5
-0.136,5.291,8.691,5
-0.03,5.123,8.569,5
0.053,5.035,8.502,5
0.093,4.989,8.382,5
0.103,5.049,8.401,5
0.187,5.02,8.394,5
0.172,5.099,8.389,5
0.108,5.143,8.538,5
0.089,5.2,8.624,5
0.115,5.269,8.638,5
0.081,5.317,8.657,5
-0.001,5.289,8.772,5
-0.049,5.269,8.842,5
-0.116,5.255,8.916,5
-0.203,5.253,8.976,5
-0.286,5.207,9.052,5
-0.337,5.222,9.115,5
-0.286,5.219,9.234,5
